Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
1209,tt6673612,2026-09-05,2026-09-05,,"Dolittle","Dolittle",https://www.imdb.com/title/tt6673612/,Film,5.6,101,2020,"Avventura, Commedia, Per famiglie, Fantastico",80434,2020-01-30,"Stephen Gaghan",,
1210,tt0112431,2026-09-05,2026-09-05,,"Babe, maialino coraggioso","Babe",https://www.imdb.com/title/tt0112431/,Film,6.9,91,1995,"Commedia, Drammatico, Per famiglie",143905,1996-01-10,"Chris Noonan",,
1211,tt1320261,2026-09-05,2026-09-05,,"I fantastici viaggi di Gulliver","Gulliver's Travels",https://www.imdb.com/title/tt1320261/,Film,4.9,85,2010,"Avventura, Commedia, Per famiglie, Fantastico",78656,2011-02-04,"Rob Letterman",,
1212,tt6811018,2026-09-05,2026-09-05,,"Il ragazzo che diventerà re","The Kid Who Would Be King",https://www.imdb.com/title/tt6811018/,Film,6.1,120,2019,"Azione, Avventura, Per famiglie, Fantastico",20809,2019-04-18,"Joe Cornish",,
1213,tt0960731,2026-09-05,2026-09-05,,"Racconti incantati","Bedtime Stories",https://www.imdb.com/title/tt0960731/,Film,6.1,99,2008,"Avventura, Commedia, Per famiglie, Fantastico, Sentimentale, Fantascienza",107185,2009-03-27,"Adam Shankman",,
1214,tt1528100,2026-09-05,2026-09-05,,"Exodus - Dei e re","Exodus: Gods and Kings",https://www.imdb.com/title/tt1528100/,Film,6.0,150,2014,"Azione, Avventura, Drammatico, Fantastico",188256,2015-01-15,"Ridley Scott",,
1215,tt5523010,2026-09-05,2026-09-05,,"Lo schiaccianoci e i quattro regni","The Nutcracker and the Four Realms",https://www.imdb.com/title/tt5523010/,Film,5.6,99,2018,"Avventura, Per famiglie, Fantastico",40905,2018-10-31,"Lasse Hallström, Joe Johnston",,
1216,tt1210819,2026-09-05,2026-09-05,,"The Lone Ranger","The Lone Ranger",https://www.imdb.com/title/tt1210819/,Film,6.4,150,2013,"Azione, Avventura, Drammatico, Western",254639,2013-07-03,"Gore Verbinski",,
1217,tt0870154,2026-09-05,2026-09-05,,"Jungle Cruise","Jungle Cruise",https://www.imdb.com/title/tt0870154/,Film,6.5,127,2021,"Azione, Avventura, Commedia, Fantastico",229798,2021-07-28,"Jaume Collet-Serra",,
1218,tt1397514,2026-09-05,2026-09-05,,"Viaggio nell'isola misteriosa","Journey 2: The Mysterious Island",https://www.imdb.com/title/tt1397514/,Film,5.7,94,2012,"Azione, Avventura, Commedia, Per famiglie, Fantastico, Fantascienza",122599,2012-02-24,"Brad Peyton",,
1219,tt14948432,2026-09-05,2026-09-05,,"Uno Rosso","Red One",https://www.imdb.com/title/tt14948432/,Film,6.2,123,2024,"Azione, Avventura, Commedia, Fantastico, Giallo",161870,2024-11-07,"Jake Kasdan",,
1220,tt0277296,2026-09-05,2026-09-05,,"Il re scorpione","The Scorpion King",https://www.imdb.com/title/tt0277296/,Film,5.5,92,2002,"Azione, Avventura, Fantastico",152799,2002-04-24,"Chuck Russell",,
1221,tt2126355,2026-09-05,2026-09-05,,"San Andreas","San Andreas",https://www.imdb.com/title/tt2126355/,Film,6.1,114,2015,"Azione, Avventura, Fantascienza, Thriller",278853,2015-05-28,"Brad Peyton",,
1222,tt1267297,2026-09-05,2026-09-05,,"Hercules: Il guerriero","Hercules",https://www.imdb.com/title/tt1267297/,Film,6.0,98,2014,"Azione, Avventura, Fantastico",173964,2014-08-13,"Brett Ratner",,
1223,tt1583421,2026-09-05,2026-09-05,,"G.I. Joe - La vendetta","G.I. Joe: Retaliation",https://www.imdb.com/title/tt1583421/,Film,5.7,110,2013,"Azione, Avventura, Fantascienza, Thriller",194113,2013-03-28,"Jon M. Chu",,
1224,tt1046173,2026-09-05,2026-09-05,,"G.I. Joe - La nascita dei Cobra","G.I. Joe: The Rise of Cobra",https://www.imdb.com/title/tt1046173/,Film,5.7,118,2009,"Azione, Avventura, Fantascienza, Thriller",222660,2009-09-11,"Stephen Sommers",,
1225,tt0492956,2026-09-05,2026-09-05,,"Cambio di gioco","The Game Plan",https://www.imdb.com/title/tt0492956/,Film,6.2,110,2007,"Commedia, Per famiglie, Sportivo",104716,2008-07-04,"Andy Fickman",,
1226,tt0419706,2026-09-05,2026-09-05,,"Doom","Doom",https://www.imdb.com/title/tt0419706/,Film,5.2,102,2005,"Azione, Horror, Fantascienza",125025,2006-03-17,"Andrzej Bartkowiak",,
1227,tt18083578,2026-09-05,2026-09-05,,"57 secondi","57 Seconds",https://www.imdb.com/title/tt18083578/,Film,5.4,99,2023,"Avventura, Fantascienza, Thriller",14569,2023-09-29,"Rusty Cundieff",,
1228,tt0406375,2026-09-05,2026-09-05,,"Zathura - Un'avventura spaziale","Zathura: A Space Adventure",https://www.imdb.com/title/tt0406375/,Film,6.3,101,2005,"Azione, Avventura, Commedia, Per famiglie, Fantastico, Fantascienza",128168,2006-04-07,"Jon Favreau",,
1229,tt3040964,2026-09-05,2026-09-05,,"Il libro della giungla","The Jungle Book",https://www.imdb.com/title/tt3040964/,Film,7.3,106,2016,"Animazione, Azione, Avventura, Drammatico, Per famiglie, Fantastico, Musical",308034,2016-04-14,"Jon Favreau",,
1230,tt0120855,2026-09-05,2026-09-05,,"Tarzan","Tarzan",https://www.imdb.com/title/tt0120855/,Film,7.3,88,1999,"Animazione, Avventura, Commedia, Drammatico, Per famiglie",272169,1999-12-03,"Chris Buck, Kevin Lima",,
1231,tt0918940,2026-09-05,2026-09-05,,"The Legend of Tarzan","The Legend of Tarzan",https://www.imdb.com/title/tt0918940/,Film,6.2,110,2016,"Azione, Avventura, Drammatico, Fantastico, Sentimentale",199503,2016-07-14,"David Yates",,
1232,tt2025690,2026-09-05,2026-09-05,,"L'ultima tempesta","The Finest Hours",https://www.imdb.com/title/tt2025690/,Film,6.7,117,2016,"Azione, Drammatico, Storico, Thriller",75262,2016-03-31,"Craig Gillespie",,
1233,tt1663662,2026-09-05,2026-09-05,,"Pacific Rim","Pacific Rim",https://www.imdb.com/title/tt1663662/,Film,6.9,131,2013,"Azione, Avventura, Fantascienza",564166,2013-07-11,"Guillermo del Toro",,
1234,tt2557478,2026-09-05,2026-09-05,,"Pacific Rim: La rivolta","Pacific Rim: Uprising",https://www.imdb.com/title/tt2557478/,Film,5.6,111,2018,"Azione, Avventura, Fantascienza",139122,2018-03-22,"Steven S. DeKnight",,
1235,tt0078916,2026-09-05,2026-09-05,,"Buio Omega","Buio Omega",https://www.imdb.com/title/tt0078916/,Film,6.2,94,1979,"Poliziesco, Horror, Thriller",6300,1979-11-15,"Joe D'Amato",,
1236,tt0073582,2026-09-05,2026-09-05,,"Profondo Rosso","Profondo rosso",https://www.imdb.com/title/tt0073582/,Film,7.5,127,1975,"Horror, Giallo, Thriller",46778,1975-03-07,"Dario Argento",,
1237,tt15474916,2026-09-05,2026-09-05,,"Smile","Smile",https://www.imdb.com/title/tt15474916/,Film,6.5,115,2022,"Horror, Giallo, Thriller",248803,2022-09-29,"Parker Finn",,
1238,tt0106308,2026-09-05,2026-09-05,,"L'armata delle tenebre","Army of Darkness",https://www.imdb.com/title/tt0106308/,Film,7.4,81,1992,"Commedia, Horror",212519,1993-03-11,"Sam Raimi",,
1239,tt0089218,2026-09-05,2026-09-05,,"I Goonies","The Goonies",https://www.imdb.com/title/tt0089218/,Film,7.7,114,1985,"Avventura, Commedia, Per famiglie",330439,1985-12-20,"Richard Donner",,
1240,tt0162661,2026-09-05,2026-09-05,,"Il mistero di Sleepy Hollow","Sleepy Hollow",https://www.imdb.com/title/tt0162661/,Film,7.3,105,1999,"Fantastico, Horror, Giallo",416190,2000-01-28,"Tim Burton",,
1241,tt0092991,2026-09-05,2026-09-05,,"La casa 2","Evil Dead II",https://www.imdb.com/title/tt0092991/,Film,7.6,84,1987,"Commedia, Horror",200301,1987-09-25,"Sam Raimi",,
1242,tt0322330,2026-09-05,2026-09-05,,"Quel pazzo venerdì","Freaky Friday",https://www.imdb.com/title/tt0322330/,Film,6.4,97,2003,"Commedia, Per famiglie, Fantastico, Musica, Sentimentale",179763,2003-11-28,"Mark Waters",,
1243,tt2788732,2026-09-05,2026-09-05,,"Il drago invisibile","Pete's Dragon",https://www.imdb.com/title/tt2788732/,Film,6.7,102,2016,"Azione, Avventura, Commedia, Drammatico, Per famiglie, Fantastico",64876,2016-08-10,"David Lowery",,
1244,tt1196141,2026-09-05,2026-09-05,,"Diario di una schiappa","Diary of a Wimpy Kid",https://www.imdb.com/title/tt1196141/,Film,6.3,94,2010,"Commedia, Drammatico, Per famiglie",68728,2011-07-27,"Thor Freudenthal",,
1245,tt1650043,2026-09-05,2026-09-05,,"Diario di una schiappa 2","Diary of a Wimpy Kid: Rodrick Rules",https://www.imdb.com/title/tt1650043/,Film,6.7,100,2011,"Commedia, Per famiglie",44430,2011-03-25,"David Bowers",,
1246,tt2023453,2026-09-05,2026-09-05,,"Diario di una schiappa: Vita da cani","Diary of a Wimpy Kid: Dog Days",https://www.imdb.com/title/tt2023453/,Film,6.3,94,2012,"Commedia, Per famiglie",35423,2012-08-03,"David Bowers",,
1247,tt0119303,2026-09-05,2026-09-05,,"Mamma, ho preso il morbillo","Home Alone 3",https://www.imdb.com/title/tt0119303/,Film,4.6,102,1997,"Azione, Commedia, Poliziesco, Per famiglie",139598,1998-01-30,"Raja Gosnell",,
1248,tt0120595,2026-09-05,2026-09-05,,"Babe va in città","Babe: Pig in the City",https://www.imdb.com/title/tt0120595/,Film,5.9,97,1998,"Avventura, Commedia, Drammatico, Per famiglie, Fantastico",37885,1999-03-05,"George Miller",,
1249,tt2239822,2026-09-05,2026-09-05,,"Valerian e la città dei mille pianeti","Valerian and the City of a Thousand Planets",https://www.imdb.com/title/tt2239822/,Film,6.4,136,2017,"Azione, Avventura, Fantastico, Fantascienza",211499,2017-09-21,"Luc Besson",,
1250,tt0914798,2026-09-05,2026-09-05,,"Il bambino con il pigiama a righe","The Boy in the Striped Pajamas",https://www.imdb.com/title/tt0914798/,Film,7.7,94,2008,"Drammatico, Guerra",278198,2008-12-19,"Mark Herman",,
1251,tt1571234,2026-09-05,2026-09-05,,"Macchine mortali","Mortal Engines",https://www.imdb.com/title/tt1571234/,Film,6.1,128,2018,"Azione, Avventura, Fantastico, Fantascienza, Thriller",154884,2018-12-13,"Christian Rivers",,
1252,tt0454876,2026-09-05,2026-09-05,,"Vita di Pi","Life of Pi",https://www.imdb.com/title/tt0454876/,Film,7.9,127,2012,"Avventura, Drammatico, Fantastico",705896,2012-12-20,"Ang Lee",,
1253,tt0120746,2026-09-05,2026-09-05,,"La maschera di Zorro","The Mask of Zorro",https://www.imdb.com/title/tt0120746/,Film,6.8,136,1998,"Azione, Avventura, Commedia, Drammatico, Sentimentale, Thriller, Western",212160,1998-12-18,"Martin Campbell",,
1254,tt0095956,2026-09-05,2026-09-05,,"Rambo III","Rambo III",https://www.imdb.com/title/tt0095956/,Film,5.8,102,1988,"Azione, Avventura, Thriller",151261,1988-12-15,"Peter MacDonald",,
1255,tt0462499,2026-09-05,2026-09-05,,"John Rambo","Rambo",https://www.imdb.com/title/tt0462499/,Film,7.0,92,2008,"Azione, Thriller",258501,2008-02-22,"Sylvester Stallone",,
1256,tt0089880,2026-09-05,2026-09-05,,"Rambo 2 - La vendetta","Rambo: First Blood Part II",https://www.imdb.com/title/tt0089880/,Film,6.5,96,1985,"Azione, Avventura, Thriller",198293,1985-12-20,"George P. Cosmatos",,
1257,tt0462465,2026-09-05,2026-09-05,,"Outlander - L'ultimo vichingo","Outlander",https://www.imdb.com/title/tt0462465/,Film,6.2,115,2008,"Azione, Avventura, Fantascienza",82286,2009-07-03,"Howard McCain",,
1258,tt0120744,2026-09-05,2026-09-05,,"La maschera di ferro","The Man in the Iron Mask",https://www.imdb.com/title/tt0120744/,Film,6.5,132,1998,"Azione, Avventura, Drammatico",192418,1998-03-27,"Randall Wallace",,
1259,tt1259014,2026-09-05,2026-09-05,,"Nemico pubblico n. 1 - L'istinto di morte","L'instinct de mort",https://www.imdb.com/title/tt1259014/,Film,7.5,113,2008,"Azione, Biografico, Poliziesco, Drammatico, Thriller",36882,2009-03-13,"Jean-François Richet",,
1260,tt0411272,2026-09-05,2026-09-05,,"Nemico pubblico n. 1 - L'ora della fuga","L'ennemi public n°1",https://www.imdb.com/title/tt0411272/,Film,7.4,133,2008,"Azione, Biografico, Poliziesco, Drammatico, Thriller",32635,2009-04-17,"Jean-François Richet",,
1261,tt0463872,2026-09-05,2026-09-05,,"Asterix alle Olimpiadi","Astérix aux Jeux Olympiques",https://www.imdb.com/title/tt0463872/,Film,5.3,116,2008,"Avventura, Commedia, Per famiglie, Fantastico",35447,2008-02-08,"Frédéric Forestier, Thomas Langmann",,
1262,tt0097165,2026-09-05,2026-09-05,,"L'attimo fuggente","Dead Poets Society",https://www.imdb.com/title/tt0097165/,Film,8.1,128,1989,"Commedia, Drammatico",668829,1989-09-29,"Peter Weir",,
1263,tt0107614,2026-09-05,2026-09-05,,"Mrs. Doubtfire - Mammo per sempre","Mrs. Doubtfire",https://www.imdb.com/title/tt0107614/,Film,7.1,125,1993,"Commedia, Drammatico, Per famiglie",320098,1994-02-11,"Chris Columbus",,
1264,tt0307453,2026-09-05,2026-09-05,,"Shark Tale","Shark Tale",https://www.imdb.com/title/tt0307453/,Film,6.0,90,2004,"Animazione, Avventura, Commedia, Per famiglie, Thriller",216194,2005-02-25,"Bibo Bergeron, Vicky Jenson, Rob Letterman",,
1265,tt5290524,2026-09-05,2026-09-05,,"Quo vado?","Quo vado?",https://www.imdb.com/title/tt5290524/,Film,6.7,86,2016,"Commedia",14686,2016-01-01,"Gennaro Nunziante",,
1266,tt0392494,2026-09-05,2026-09-05,,"Natale in India","Natale in India",https://www.imdb.com/title/tt0392494/,Film,3.7,96,2003,"Avventura, Commedia",1925,2003-12-19,"Neri Parenti",,
1267,tt0874306,2026-09-05,2026-09-05,,"Natale a New York","Natale a New York",https://www.imdb.com/title/tt0874306/,Film,4.3,111,2006,"Commedia",1794,2006-12-15,"Neri Parenti",,
1268,tt0480922,2026-09-05,2026-09-05,,"Natale a Miami","Natale a Miami",https://www.imdb.com/title/tt0480922/,Film,4.2,100,2005,"Commedia",2011,2005-12-16,"Neri Parenti",,
1269,tt0337689,2026-09-05,2026-09-05,,"Natale sul Nilo","Natale sul Nilo",https://www.imdb.com/title/tt0337689/,Film,4.2,110,2002,"Commedia",2067,2002-12-20,"Neri Parenti",,
1270,tt0103991,2026-09-05,2026-09-05,,"Le comiche 2","Le comiche 2",https://www.imdb.com/title/tt0103991/,Film,5.4,91,1991,"Commedia",1230,1991-12-20,"Neri Parenti",,
1271,tt0099293,2026-09-05,2026-09-05,,"Le comiche","Le comiche",https://www.imdb.com/title/tt0099293/,Film,5.8,90,1990,"Commedia",1756,1990-10-28,"Neri Parenti",,
1272,tt1457767,2026-09-05,2026-09-05,,"L'evocazione - The Conjuring","The Conjuring",https://www.imdb.com/title/tt1457767/,Film,7.5,112,2013,"Horror, Giallo, Thriller",632744,2013-08-21,"James Wan",,
1273,tt0325710,2026-09-05,2026-09-05,,"L'ultimo samurai","The Last Samurai",https://www.imdb.com/title/tt0325710/,Film,7.8,154,2003,"Azione, Drammatico",510014,2004-01-09,"Edward Zwick",,
1274,tt8115900,2026-09-05,2026-09-05,,"Troppo cattivi","The Bad Guys",https://www.imdb.com/title/tt8115900/,Film,6.9,100,2022,"Animazione, Avventura, Commedia, Poliziesco, Per famiglie",82600,2022-03-31,"Pierre Perifel",,
1275,tt3322940,2026-09-05,2026-09-05,,"Annabelle","Annabelle",https://www.imdb.com/title/tt3322940/,Film,5.5,99,2014,"Horror, Giallo, Thriller",199157,2014-10-02,"John R. Leonetti",,
1276,tt0448011,2026-09-05,2026-09-05,,"Segnali dal futuro","Knowing",https://www.imdb.com/title/tt0448011/,Film,6.2,121,2009,"Giallo, Fantascienza, Thriller",264062,2009-09-04,"Alex Proyas",,
1277,tt0435705,2026-09-05,2026-09-05,,"Next","Next",https://www.imdb.com/title/tt0435705/,Film,6.2,96,2007,"Azione, Fantascienza, Thriller",176238,2008-04-04,"Lee Tamahori",,
1278,tt0109190,2026-09-05,2026-09-05,,"Baby Birba - Un giorno in libertà","Baby's Day Out",https://www.imdb.com/title/tt0109190/,Film,6.3,99,1994,"Avventura, Commedia, Poliziesco, Drammatico, Per famiglie",61386,1994-07-01,"Patrick Read Johnson",,
1279,tt0107144,2026-09-05,2026-09-05,,"Hot Shots! 2","Hot Shots! Part Deux",https://www.imdb.com/title/tt0107144/,Film,6.6,86,1993,"Azione, Commedia",104720,1993-05-21,"Jim Abrahams",,
1280,tt0108333,2026-09-05,2026-09-05,,"I tre moschettieri","The Three Musketeers",https://www.imdb.com/title/tt0108333/,Film,6.4,105,1993,"Azione, Avventura, Sentimentale",65089,1994-02-25,"Stephen Herek",,
1281,tt0115571,2026-09-05,2026-09-05,,"The Arrival","The Arrival",https://www.imdb.com/title/tt0115571/,Film,6.2,115,1996,"Giallo, Fantascienza, Thriller",42398,1996-05-31,"David Twohy",,
1282,tt0091763,2026-09-05,2026-09-05,,"Platoon","Platoon",https://www.imdb.com/title/tt0091763/,Film,8.0,120,1986,"Drammatico, Guerra",477037,1987-03-13,"Oliver Stone",,
1283,tt0078788,2026-09-05,2026-09-05,,"Apocalypse Now","Apocalypse Now",https://www.imdb.com/title/tt0078788/,Film,8.4,147,1979,"Drammatico, Giallo, Guerra",777953,1979-12-18,"Francis Ford Coppola",,
1284,tt0116705,2026-09-05,2026-09-05,,"Una promessa è una promessa","Jingle All the Way",https://www.imdb.com/title/tt0116705/,Film,5.8,89,1996,"Avventura, Commedia, Per famiglie",131134,1996-12-13,"Brian Levant",,
1285,tt0216216,2026-09-05,2026-09-05,,"Il 6° giorno","The 6th Day",https://www.imdb.com/title/tt0216216/,Film,6.0,123,2000,"Azione, Giallo, Fantascienza, Thriller",134931,2001-01-26,"Roger Spottiswoode",,
1286,tt33204697,2026-09-05,2026-09-05,,"Secret Level","Secret Level",https://www.imdb.com/title/tt33204697/,Serie TV,7.3,15,2024,"Animazione, Cortometraggio, Azione, Avventura, Fantastico, Fantascienza",32596,2024-12-10,,,
1287,tt0327437,2026-09-05,2026-09-05,,"Il giro del mondo in 80 giorni","Around the World in 80 Days",https://www.imdb.com/title/tt0327437/,Film,5.9,120,2004,"Azione, Avventura, Commedia, Per famiglie, Western",100229,2005-01-28,"Frank Coraci",,
1288,tt0327850,2026-09-05,2026-09-05,,"Il tesoro dell'Amazzonia","The Rundown",https://www.imdb.com/title/tt0327850/,Film,6.6,104,2003,"Azione, Avventura, Commedia, Thriller",149060,2004-03-05,"Peter Berg",,
1289,tt0118688,2026-09-05,2026-09-05,,"Batman & Robin","Batman & Robin",https://www.imdb.com/title/tt0118688/,Film,3.8,125,1997,"Azione, Fantascienza",285007,1997-08-29,"Joel Schumacher",,
1290,tt0099938,2026-09-05,2026-09-05,,"Un poliziotto alle elementari","Kindergarten Cop",https://www.imdb.com/title/tt0099938/,Film,6.3,111,1990,"Azione, Commedia, Poliziesco",177730,1991-03-08,"Ivan Reitman",,
1291,tt0106364,2026-09-06,2026-09-06,,"Batman - La maschera del fantasma","Batman: Mask of the Phantasm",https://www.imdb.com/title/tt0106364/,Film,7.8,76,1993,"Animazione, Azione, Avventura, Poliziesco, Per famiglie, Giallo, Fantascienza",64930,1993-12-25,"Kevin Altieri, Boyd Kirkland, Frank Paur, Dan Riba, Eric Radomski, Bruce Timm",,
1292,tt0096895,2026-09-06,2026-09-06,,"Batman","Batman",https://www.imdb.com/title/tt0096895/,Film,7.5,126,1989,"Poliziesco",436003,1989-10-20,"Tim Burton",,
1293,tt11116912,2026-09-06,2026-09-06,,"Troll","Troll",https://www.imdb.com/title/tt11116912/,Film,5.8,101,2022,"Azione, Avventura, Drammatico, Fantastico, Thriller",59875,2022-12-01,"Roar Uthaug",,
1294,tt0105643,2026-09-06,2026-09-06,,"Troll 2","Troll 2",https://www.imdb.com/title/tt0105643/,Film,3.0,95,1990,"Commedia, Fantastico, Horror",36677,1990,"Claudio Fragasso",,
1295,tt1740707,2026-09-06,2026-09-06,,"Trollhunter","Trolljegeren",https://www.imdb.com/title/tt1740707/,Film,6.9,103,2010,"Drammatico, Fantastico, Thriller",83886,2010-10-29,"André Øvredal",,
1296,tt9580138,2026-09-06,2026-09-06,,"Mortal Kombat Legends: Scorpion's Revenge","Mortal Kombat Legends: Scorpion's Revenge",https://www.imdb.com/title/tt9580138/,Film,7.4,80,2020,"Animazione, Azione, Avventura, Fantastico",21559,2020-04-12,"Ethan Spaulding",,
1297,tt6475714,2026-09-06,2026-09-06,,"Monster Hunter","Monster Hunter",https://www.imdb.com/title/tt6475714/,Film,5.2,103,2020,"Azione, Avventura, Fantastico",76126,2021-04-23,"Paul W.S. Anderson",,
1298,tt1270797,2026-09-06,2026-09-06,,"Venom","Venom",https://www.imdb.com/title/tt1270797/,Film,6.6,112,2018,"Azione, Avventura, Fantascienza",617168,2018-10-04,"Ruben Fleischer",,
1299,tt6334354,2026-09-06,2026-09-06,,"The Suicide Squad - Missione suicida","The Suicide Squad",https://www.imdb.com/title/tt6334354/,Film,7.2,132,2021,"Azione, Avventura, Commedia, Fantascienza",465934,2021-08-05,"James Gunn",,
1300,tt8790086,2026-09-06,2026-09-06,,"Kraven - Il cacciatore","Kraven the Hunter",https://www.imdb.com/title/tt8790086/,Film,5.5,127,2024,"Azione, Avventura, Thriller",87235,2024-12-12,"J.C. Chandor",,
1301,tt1285016,2026-09-06,2026-09-06,,"The Social Network","The Social Network",https://www.imdb.com/title/tt1285016/,Film,7.8,120,2010,"Biografico, Drammatico",828959,2010-11-11,"David Fincher",,
1302,tt12412888,2026-09-06,2026-09-06,,"Sonic 2 - Il film","Sonic the Hedgehog 2",https://www.imdb.com/title/tt12412888/,Film,6.5,122,2022,"Azione, Avventura, Commedia, Per famiglie, Fantastico, Fantascienza",119433,2022-04-07,"Jeff Fowler",,
1303,tt5108870,2026-09-06,2026-09-06,,"Morbius","Morbius",https://www.imdb.com/title/tt5108870/,Film,5.1,104,2022,"Azione, Avventura, Horror, Fantascienza, Thriller",174614,2022-03-31,"Daniel Espinosa",,
1304,tt3884528,2026-09-06,2026-09-06,,"Batkid Begins","Batkid Begins",https://www.imdb.com/title/tt3884528/,Film,7.1,87,2015,"Documentario, Biografico, Per famiglie",1878,2015-06-26,"Dana Nachman",,
1305,tt3139086,2026-09-06,2026-09-06,,"Batman: Assault on Arkham","Batman: Assault on Arkham",https://www.imdb.com/title/tt3139086/,Video,7.4,76,2014,"Animazione, Azione, Avventura, Poliziesco, Fantastico, Fantascienza, Thriller",40507,2014-07-29,"Jay Oliva, Ethan Spaulding",,
1306,tt0990407,2026-09-06,2026-09-06,,"The Green Hornet","The Green Hornet",https://www.imdb.com/title/tt0990407/,Film,5.8,119,2011,"Azione, Commedia, Poliziesco",169648,2011-01-28,"Michel Gondry",,
1307,tt1515091,2026-09-06,2026-09-06,,"Sherlock Holmes - Gioco di ombre","Sherlock Holmes: A Game of Shadows",https://www.imdb.com/title/tt1515091/,Film,7.4,129,2011,"Azione, Avventura, Giallo",505495,2011-12-16,"Guy Ritchie",,
1308,tt4624424,2026-09-06,2026-09-06,,"Cicogne in missione","Storks",https://www.imdb.com/title/tt4624424/,Film,6.8,87,2016,"Animazione, Avventura, Commedia, Per famiglie, Fantastico",73458,2016-10-20,"Nicholas Stoller, Doug Sweetland",,
1309,tt0844471,2026-09-06,2026-09-06,,"Piovono polpette","Cloudy with a Chance of Meatballs",https://www.imdb.com/title/tt0844471/,Film,6.9,90,2009,"Animazione, Avventura, Commedia, Per famiglie, Fantastico, Fantascienza",290079,2009-12-23,"Phil Lord, Christopher Miller",,
1310,tt1985966,2026-09-06,2026-09-06,,"Piovono polpette 2 - La rivincita degli avanzi","Cloudy with a Chance of Meatballs 2",https://www.imdb.com/title/tt1985966/,Film,6.3,95,2013,"Animazione, Avventura, Commedia, Per famiglie, Fantastico, Fantascienza",127568,2013-12-25,"Cody Cameron, Kris Pearn",,
1311,tt4382824,2026-09-06,2026-09-06,,"Io, Dio e Bin Laden","Army of One",https://www.imdb.com/title/tt4382824/,Film,5.2,92,2016,"Biografico, Commedia, Poliziesco",9932,2018-07-25,"Larry Charles",,
1312,tt0190374,2026-09-06,2026-09-06,,"Dungeons & Dragons","Dungeons & Dragons",https://www.imdb.com/title/tt0190374/,Film,3.7,107,2000,"Azione, Avventura, Fantastico",38194,2002-04-12,"Courtney Solomon",,
1313,tt0074486,2026-09-06,2026-09-06,,"Eraserhead - La mente che cancella","Eraserhead",https://www.imdb.com/title/tt0074486/,Film,7.2,89,1977,"Fantastico, Horror",145637,1982-01-30,"David Lynch",,
1314,tt0063350,2026-09-06,2026-09-06,,"La notte dei morti viventi","Night of the Living Dead",https://www.imdb.com/title/tt0063350/,Film,7.8,96,1968,"Horror, Thriller",152456,1970-08-01,"George A. Romero",,
1315,tt0081318,2026-09-06,2026-09-06,,"Paura nella città dei morti viventi","Paura nella città dei morti viventi",https://www.imdb.com/title/tt0081318/,Film,6.2,93,1980,"Horror",21274,1980-08-11,"Lucio Fulci",,
1316,tt0100258,2026-09-06,2026-09-06,,"La notte dei morti viventi","Night of the Living Dead",https://www.imdb.com/title/tt0100258/,Film,6.8,92,1990,"Horror",49514,1990-10-19,"Tom Savini",,
1317,tt0080057,2026-09-06,2026-09-06,,"Zombi 2","Zombi 2",https://www.imdb.com/title/tt0080057/,Film,6.8,91,1979,"Horror",33711,1979-08-25,"Lucio Fulci",,
1318,tt1077258,2026-09-06,2026-09-06,,"Planet Terror","Planet Terror",https://www.imdb.com/title/tt1077258/,Film,7.0,105,2007,"Azione, Commedia, Horror, Thriller",234728,2007-09-28,"Robert Rodriguez",,
1319,tt0993840,2026-09-06,2026-09-06,,"Army of the Dead","Army of the Dead",https://www.imdb.com/title/tt0993840/,Film,5.8,148,2021,"Azione, Avventura, Poliziesco, Drammatico, Horror, Fantascienza, Thriller, Guerra",202902,2021-05-21,"Zack Snyder",,
1320,tt0077402,2026-09-06,2026-09-06,,"Zombi","Dawn of the Dead",https://www.imdb.com/title/tt0077402/,Film,7.8,127,1978,"Horror, Thriller",137580,1978-09-02,"George A. Romero",,
1321,tt2403021,2026-09-06,2026-09-06,,"The Green Inferno","The Green Inferno",https://www.imdb.com/title/tt2403021/,Film,5.4,100,2013,"Avventura, Horror",55708,2015-09-24,"Eli Roth",,
1322,tt0078935,2026-09-06,2026-09-06,,"Cannibal Holocaust","Cannibal Holocaust",https://www.imdb.com/title/tt0078935/,Film,5.7,95,1980,"Avventura, Horror",67910,1980-02-07,"Ruggero Deodato",,
1323,tt0118615,2026-09-06,2026-09-06,,"Anaconda","Anaconda",https://www.imdb.com/title/tt0118615/,Film,5.0,89,1997,"Azione, Avventura, Horror, Thriller",127250,1997-11-21,"Luis Llosa",,
1324,tt9110170,2026-09-06,2026-09-06,,"Wrong Turn","Wrong Turn",https://www.imdb.com/title/tt9110170/,Film,5.6,109,2021,"Horror, Thriller",43579,2021-02-11,"Mike P. Nelson",,
1325,tt0295700,2026-09-06,2026-09-06,,"Wrong Turn - Il bosco ha fame","Wrong Turn",https://www.imdb.com/title/tt0295700/,Film,6.1,84,2003,"Horror, Thriller",148217,2004-08-13,"Rob Schmidt",,
1326,tt0804555,2026-09-06,2026-09-06,,"Wrong Turn 2 - Senza via di uscita","Wrong Turn 2: Dead End",https://www.imdb.com/title/tt0804555/,Video,5.5,93,2007,"Avventura, Horror",50948,2008-05-07,"Joe Lynch",,
