Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
1,tt9376612,2022-11-09,2022-11-09,,"Shang-Chi e la leggenda dei dieci anelli","Shang-Chi and the Legend of the Ten Rings",https://www.imdb.com/title/tt9376612/,Film,7.3,132,2021,"Azione, Avventura, Fantastico, Fantascienza",501613,2021-09-01,"Destin Daniel Cretton",,
2,tt0892782,2026-09-01,2026-09-01,,"Mostri contro alieni","Monsters vs Aliens",https://www.imdb.com/title/tt0892782/,Film,6.4,94,2009,"Animazione, Azione, Avventura, Commedia, Per famiglie, Fantastico, Fantascienza",191362,2009-04-03,"Rob Letterman, Conrad Vernon",,
3,tt0126029,2026-09-01,2026-09-01,,"Shrek","Shrek",https://www.imdb.com/title/tt0126029/,Film,7.9,90,2001,"Animazione, Avventura, Commedia, Per famiglie, Fantastico, Sentimentale",821514,2001-06-15,"Andrew Adamson, Vicky Jenson",,
4,tt0298148,2026-09-01,2026-09-01,,"Shrek 2","Shrek 2",https://www.imdb.com/title/tt0298148/,Film,7.4,93,2004,"Animazione, Avventura, Commedia, Per famiglie, Fantastico, Sentimentale",563607,2004-12-17,"Andrew Adamson, Kelly Asbury, Conrad Vernon",,
5,tt0103639,2026-09-01,2026-09-01,,"Aladdin","Aladdin",https://www.imdb.com/title/tt0103639/,Film,8.0,90,1992,"Animazione, Avventura, Commedia, Per famiglie, Fantastico, Musical, Sentimentale",505657,1993-12-03,"Ron Clements, John Musker",,
6,tt0892791,2026-09-01,2026-09-01,,"Shrek 4: e vissero felici e contenti","Shrek Forever After",https://www.imdb.com/title/tt0892791/,Film,6.4,93,2010,"Animazione, Avventura, Commedia, Per famiglie, Fantastico, Sentimentale",249665,2010-08-25,"Mike Mitchell",,
7,tt0097757,2026-09-01,2026-09-01,,"La sirenetta","The Little Mermaid",https://www.imdb.com/title/tt0097757/,Film,7.6,83,1989,"Animazione, Avventura, Per famiglie, Fantastico, Musical, Sentimentale",315444,1990-12-07,"Ron Clements, John Musker",,
8,tt0119282,2026-09-01,2026-09-01,,"Hercules","Hercules",https://www.imdb.com/title/tt0119282/,Film,7.3,93,1997,"Animazione, Azione, Avventura, Commedia, Per famiglie, Fantastico, Musical, Sentimentale",283886,1997-12-05,"Ron Clements, John Musker",,
9,tt0398286,2026-09-01,2026-09-01,,"Rapunzel: L'intreccio della torre","Tangled",https://www.imdb.com/title/tt0398286/,Film,7.7,100,2010,"Animazione, Avventura, Commedia, Per famiglie, Fantastico, Musical, Sentimentale",553963,2010-11-26,"Nathan Greno, Byron Howard",,
10,tt0389790,2026-09-01,2026-09-01,,"Bee Movie","Bee Movie",https://www.imdb.com/title/tt0389790/,Film,6.1,91,2007,"Animazione, Avventura, Commedia, Drammatico, Per famiglie, Sentimentale",200629,2007-12-21,"Steve Hickner, Simon J. Smith",,
11,tt0462538,2026-09-01,2026-09-01,,"I Simpson - Il film","The Simpsons Movie",https://www.imdb.com/title/tt0462538/,Film,7.3,87,2007,"Animazione, Avventura, Commedia",365530,2007-09-14,"David Silverman",,
12,tt1772341,2026-09-01,2026-09-01,,"Ralph Spaccatutto","Wreck-It Ralph",https://www.imdb.com/title/tt1772341/,Film,7.7,101,2012,"Animazione, Avventura, Commedia, Per famiglie, Fantastico, Fantascienza, Sportivo",505557,2012-12-20,"Rich Moore",,
13,tt1490017,2026-09-01,2026-09-01,,"The Lego Movie","The LEGO Movie",https://www.imdb.com/title/tt1490017/,Film,7.7,100,2014,"Animazione, Azione, Avventura, Commedia, Per famiglie, Fantastico, Fantascienza",421255,2014-02-20,"Phil Lord, Christopher Miller",,
14,tt0413267,2026-09-01,2026-09-01,,"Shrek Terzo","Shrek the Third",https://www.imdb.com/title/tt0413267/,Film,6.1,93,2007,"Animazione, Avventura, Commedia, Per famiglie, Fantastico, Sentimentale",365276,2007-08-31,"Chris Miller, Raman Hui",,
15,tt0107290,2026-09-01,2026-09-01,,"Jurassic Park","Jurassic Park",https://www.imdb.com/title/tt0107290/,Film,8.2,127,1993,"Avventura, Fantascienza",1198700,1993-09-17,"Steven Spielberg",,
16,tt0369610,2026-09-01,2026-09-01,,"Jurassic World","Jurassic World",https://www.imdb.com/title/tt0369610/,Film,6.9,124,2015,"Azione, Avventura, Fantascienza",737922,2015-06-11,"Colin Trevorrow",,
17,tt0119567,2026-09-01,2026-09-01,,"Il mondo perduto - Jurassic Park","The Lost World: Jurassic Park",https://www.imdb.com/title/tt0119567/,Film,6.6,129,1997,"Azione, Avventura, Fantascienza",483251,1997-09-05,"Steven Spielberg",,
18,tt0163025,2026-09-01,2026-09-01,,"Jurassic Park III","Jurassic Park III",https://www.imdb.com/title/tt0163025/,Film,6.0,92,2001,"Azione, Avventura, Fantascienza, Thriller",376006,2001-08-31,"Joe Johnston",,
19,tt8041270,2026-09-01,2026-09-01,,"Jurassic World: Il dominio","Jurassic World: Dominion",https://www.imdb.com/title/tt8041270/,Film,5.6,147,2022,"Azione, Avventura, Fantascienza, Thriller",251367,2022-06-02,"Colin Trevorrow",,
20,tt0360717,2026-09-01,2026-09-01,,"King Kong","King Kong",https://www.imdb.com/title/tt0360717/,Film,7.2,187,2005,"Azione, Avventura, Sentimentale",474546,2005-12-16,"Peter Jackson",,
21,tt3731562,2026-09-01,2026-09-01,,"Kong: Skull Island","Kong: Skull Island",https://www.imdb.com/title/tt3731562/,Film,6.7,118,2017,"Azione, Avventura, Fantastico, Fantascienza",378843,2017-03-09,"Jordan Vogt-Roberts",,
22,tt0120685,2026-09-01,2026-09-01,,"Godzilla","Godzilla",https://www.imdb.com/title/tt0120685/,Film,5.5,139,1998,"Azione, Fantascienza, Thriller",214816,1998-09-04,"Roland Emmerich",,
23,tt14539740,2026-09-01,2026-09-01,,"Godzilla e Kong - Il nuovo impero","Godzilla x Kong: The New Empire",https://www.imdb.com/title/tt14539740/,Film,6.0,115,2024,"Azione, Avventura, Fantastico, Fantascienza, Thriller",138787,2024-03-28,"Adam Wingard",,
24,tt3741700,2026-09-01,2026-09-01,,"Godzilla II - King of the Monsters","Godzilla: King of the Monsters",https://www.imdb.com/title/tt3741700/,Film,6.0,132,2019,"Azione, Avventura, Fantastico, Fantascienza",232350,2019-05-30,"Michael Dougherty",,
25,tt4154756,2026-09-01,2026-09-01,,"Avengers: Infinity War","Avengers: Infinity War",https://www.imdb.com/title/tt4154756/,Film,8.4,149,2018,"Azione, Avventura, Fantascienza",1409445,2018-04-25,"Anthony Russo, Joe Russo",,
26,tt23289160,2026-09-01,2026-09-01,,"Godzilla -1.0","Gojira Mainasu Wan",https://www.imdb.com/title/tt23289160/,Film,7.6,124,2023,"Azione, Avventura, Drammatico, Horror, Fantascienza",230735,2023-12-01,"Takashi Yamazaki",,
27,tt0831387,2026-09-01,2026-09-01,,"Godzilla","Godzilla",https://www.imdb.com/title/tt0831387/,Film,6.4,123,2014,"Azione, Avventura, Fantascienza, Thriller",468294,2014-05-15,"Gareth Edwards",,
28,tt5034838,2026-09-01,2026-09-01,,"Godzilla vs. Kong","Godzilla vs. Kong",https://www.imdb.com/title/tt5034838/,Film,6.3,113,2021,"Azione, Fantascienza, Thriller",270980,2021-05-06,"Adam Wingard",,
29,tt4262980,2026-09-01,2026-09-01,,"Shin Godzilla","Shin Gojira",https://www.imdb.com/title/tt4262980/,Film,6.9,120,2016,"Azione, Drammatico, Horror, Fantascienza",46974,2017-07-03,"Shinji Higuchi, Hideaki Anno",,
30,tt1323594,2026-09-01,2026-09-01,,"Cattivissimo me","Despicable Me",https://www.imdb.com/title/tt1323594/,Film,7.6,95,2010,"Animazione, Avventura, Commedia, Poliziesco, Per famiglie, Fantascienza",640854,2010-10-15,"Pierre Coffin, Chris Renaud",,
31,tt1690953,2026-09-01,2026-09-01,,"Cattivissimo me 2","Despicable Me 2",https://www.imdb.com/title/tt1690953/,Film,7.3,98,2013,"Animazione, Avventura, Commedia, Poliziesco, Per famiglie, Fantascienza",465552,2013-10-10,"Pierre Coffin, Chris Renaud",,
32,tt3469046,2026-09-01,2026-09-01,,"Cattivissimo me 3","Despicable Me 3",https://www.imdb.com/title/tt3469046/,Film,6.3,90,2017,"Animazione, Avventura, Commedia, Poliziesco, Per famiglie, Fantascienza",186117,2017-08-24,"Kyle Balda, Pierre Coffin, Eric Guillon",,
33,tt5113044,2026-09-01,2026-09-01,,"Minions 2 - Come Gru diventa cattivissimo","Minions: The Rise of Gru",https://www.imdb.com/title/tt5113044/,Film,6.5,87,2022,"Animazione, Avventura, Commedia, Poliziesco, Per famiglie, Fantascienza",109300,2022-08-18,"Kyle Balda, Brad Ableson, Jonathan del Val",,
34,tt2293640,2026-09-01,2026-09-01,,"Minions","Minions",https://www.imdb.com/title/tt2293640/,Film,6.4,91,2015,"Animazione, Avventura, Commedia, Poliziesco, Per famiglie, Fantascienza",290220,2015-08-27,"Kyle Balda, Pierre Coffin",,
35,tt2184339,2026-09-01,2026-09-01,,"La notte del giudizio","The Purge",https://www.imdb.com/title/tt2184339/,Film,5.8,85,2013,"Horror, Fantascienza, Thriller",263571,2013-08-01,"James DeMonaco",,
36,tt1392170,2026-09-01,2026-09-01,,"Hunger Games","The Hunger Games",https://www.imdb.com/title/tt1392170/,Film,7.2,142,2012,"Azione, Avventura, Fantascienza, Thriller",1094352,2012-05-01,"Gary Ross",,
37,tt0480249,2026-09-01,2026-09-01,,"Io sono leggenda","I Am Legend",https://www.imdb.com/title/tt0480249/,Film,7.2,101,2007,"Drammatico, Horror, Fantascienza, Thriller",888193,2008-01-11,"Francis Lawrence",,
38,tt10545296,2026-09-01,2026-09-01,,"Hunger Games: La ballata dell'usignolo e del serpente","The Hunger Games: The Ballad of Songbirds & Snakes",https://www.imdb.com/title/tt10545296/,Film,6.6,157,2023,"Azione, Avventura, Drammatico, Fantascienza, Thriller, Guerra",189992,2023-11-22,"Francis Lawrence",,
39,tt1790864,2026-09-01,2026-09-01,,"Maze Runner - Il labirinto","The Maze Runner",https://www.imdb.com/title/tt1790864/,Film,6.8,113,2014,"Azione, Giallo, Fantascienza, Thriller",572178,2014-10-08,"Wes Ball",,
40,tt18412256,2026-09-01,2026-09-01,,"Alien: Romulus","Alien: Romulus",https://www.imdb.com/title/tt18412256/,Film,7.1,119,2024,"Horror, Fantascienza, Thriller",294888,2024-08-14,"Fede Alvarez",,
41,tt0448134,2026-09-01,2026-09-01,,"Sunshine","Sunshine",https://www.imdb.com/title/tt0448134/,Film,7.2,107,2007,"Fantascienza, Thriller",290537,2007-04-20,"Danny Boyle",,
42,tt0435625,2026-09-01,2026-09-01,,"The Descent - Discesa nelle tenebre","The Descent",https://www.imdb.com/title/tt0435625/,Film,7.2,99,2005,"Avventura, Horror, Thriller",276974,2005-10-21,"Neil Marshall",,
43,tt2975578,2026-09-01,2026-09-01,,"Anarchia - La notte del giudizio","The Purge: Anarchy",https://www.imdb.com/title/tt2975578/,Film,6.4,103,2014,"Azione, Horror, Fantascienza, Thriller",174244,2014-07-23,"James DeMonaco",,
44,tt4094724,2026-09-01,2026-09-01,,"La notte del giudizio - Election Year","The Purge: Election Year",https://www.imdb.com/title/tt4094724/,Film,6.0,108,2016,"Azione, Horror, Fantascienza, Thriller",120306,2016-07-28,"James DeMonaco",,
45,tt0351283,2026-09-01,2026-09-01,,"Madagascar","Madagascar",https://www.imdb.com/title/tt0351283/,Film,7.0,86,2005,"Animazione, Avventura, Commedia, Per famiglie",487571,2005-09-02,"Eric Darnell, Tom McGrath",,
46,tt0479952,2026-09-01,2026-09-01,,"Madagascar 2","Madagascar: Escape 2 Africa",https://www.imdb.com/title/tt0479952/,Film,6.7,89,2008,"Animazione, Avventura, Commedia, Per famiglie",275311,2008-12-19,"Eric Darnell, Tom McGrath",,
47,tt1911658,2026-09-01,2026-09-01,,"I pinguini di Madagascar: Il film","Penguins of Madagascar",https://www.imdb.com/title/tt1911658/,Film,6.7,92,2014,"Animazione, Azione, Avventura, Commedia, Poliziesco, Per famiglie, Fantascienza",118164,2014-11-27,"Eric Darnell, Simon J. Smith",,
48,tt2911666,2026-09-01,2026-09-01,,"John Wick","John Wick",https://www.imdb.com/title/tt2911666/,Film,7.5,101,2014,"Azione, Poliziesco, Thriller",840644,2015-01-22,"Chad Stahelski",,
49,tt4425200,2026-09-01,2026-09-01,,"John Wick - Capitolo 2","John Wick: Chapter 2",https://www.imdb.com/title/tt4425200/,Film,7.4,122,2017,"Azione, Poliziesco, Thriller",578764,2017-03-16,"Chad Stahelski",,
50,tt6146586,2026-09-01,2026-09-01,,"John Wick 3 - Parabellum","John Wick: Chapter 3 - Parabellum",https://www.imdb.com/title/tt6146586/,Film,7.4,130,2019,"Azione, Poliziesco, Thriller",488200,2019-05-16,"Chad Stahelski",,
51,tt10366206,2026-09-01,2026-09-01,,"John Wick 4","John Wick: Chapter 4",https://www.imdb.com/title/tt10366206/,Film,7.6,169,2023,"Azione, Poliziesco, Thriller",419541,2023-03-23,"Chad Stahelski",,
52,tt2709692,2026-09-01,2026-09-01,,"Il Grinch","The Grinch",https://www.imdb.com/title/tt2709692/,Film,6.4,86,2018,"Animazione, Commedia, Per famiglie, Fantastico",115519,2018-11-29,"Yarrow Cheney, Scott Mosier",,
53,tt0170016,2026-09-01,2026-09-01,,"Il Grinch","How the Grinch Stole Christmas",https://www.imdb.com/title/tt0170016/,Film,6.4,104,2000,"Commedia, Per famiglie, Fantastico",336170,2000-12-07,"Ron Howard",,
54,tt0109830,2026-09-01,2026-09-01,,"Forrest Gump","Forrest Gump",https://www.imdb.com/title/tt0109830/,Film,8.8,142,1994,"Drammatico, Sentimentale",2534175,1994-10-06,"Robert Zemeckis",,
55,tt0172495,2026-09-01,2026-09-01,,"Il gladiatore","Gladiator",https://www.imdb.com/title/tt0172495/,Film,8.5,155,2000,"Azione, Avventura, Drammatico",1881301,2000-05-19,"Ridley Scott",,
56,tt0493464,2026-09-01,2026-09-01,,"Wanted - Scegli il tuo destino","Wanted",https://www.imdb.com/title/tt0493464/,Film,6.7,110,2008,"Azione, Poliziesco, Thriller",431186,2008-07-02,"Timur Bekmambetov",,
57,tt0446752,2026-09-01,2026-09-01,,"14 anni vergine","Full of It",https://www.imdb.com/title/tt0446752/,Film,5.5,93,2007,"Commedia, Drammatico",3792,2008-06-13,"Christian Charles",,
58,tt0405422,2026-09-01,2026-09-01,,"40 anni vergine","The 40 Year Old Virgin",https://www.imdb.com/title/tt0405422/,Film,7.1,116,2005,"Commedia, Sentimentale",507962,2006-01-13,"Judd Apatow",,
59,tt0097576,2026-09-01,2026-09-01,,"Indiana Jones e l'ultima crociata","Indiana Jones and the Last Crusade",https://www.imdb.com/title/tt0097576/,Film,8.2,127,1989,"Avventura",871465,1989-10-06,"Steven Spielberg",,
60,tt0082971,2026-09-01,2026-09-01,,"I predatori dell'arca perduta","Raiders of the Lost Ark",https://www.imdb.com/title/tt0082971/,Film,8.4,115,1981,"Avventura",1120744,1981-09-16,"Steven Spielberg",,
61,tt0367882,2026-09-01,2026-09-01,,"Indiana Jones e il regno del teschio di cristallo","Indiana Jones and the Kingdom of the Crystal Skull",https://www.imdb.com/title/tt0367882/,Film,6.2,122,2008,"Azione, Avventura",517891,2008-05-23,"Steven Spielberg",,
62,tt1392190,2026-09-01,2026-09-01,,"Mad Max: Fury Road","Mad Max: Fury Road",https://www.imdb.com/title/tt1392190/,Film,8.1,120,2015,"Azione, Avventura, Fantascienza",1221042,2015-05-14,"George Miller",,
63,tt1464335,2026-09-01,2026-09-01,,"Uncharted","Uncharted",https://www.imdb.com/title/tt1464335/,Film,6.3,116,2022,"Azione, Avventura",307831,2022-02-17,"Ruben Fleischer",,
64,tt2488496,2026-09-01,2026-09-01,,"Star Wars - Il risveglio della Forza","Star Wars: Episode VII - The Force Awakens",https://www.imdb.com/title/tt2488496/,Film,7.7,138,2015,"Azione, Avventura, Fantascienza",1035401,2015-12-16,"J.J. Abrams",,
65,tt12037194,2026-09-01,2026-09-01,,"Furiosa: A Mad Max Saga","Furiosa: A Mad Max Saga",https://www.imdb.com/title/tt12037194/,Film,7.4,148,2024,"Azione, Avventura, Fantascienza",327447,2024-05-23,"George Miller",,
66,tt0087469,2026-09-01,2026-09-01,,"Indiana Jones e il tempio maledetto","Indiana Jones and the Temple of Doom",https://www.imdb.com/title/tt0087469/,Film,7.5,118,1984,"Azione, Avventura",573756,1984-09-27,"Steven Spielberg",,
67,tt0120616,2026-09-01,2026-09-01,,"La mummia","The Mummy",https://www.imdb.com/title/tt0120616/,Film,7.1,124,1999,"Azione, Avventura, Fantastico",508617,1999-08-27,"Stephen Sommers",,
68,tt1462764,2026-09-01,2026-09-01,,"Indiana Jones e il quadrante del destino","Indiana Jones and the Dial of Destiny",https://www.imdb.com/title/tt1462764/,Film,6.5,154,2023,"Azione, Avventura, Fantascienza",236822,2023-06-28,"James Mangold",,
69,tt1160419,2026-09-01,2026-09-01,,"Dune","Dune: Part One",https://www.imdb.com/title/tt1160419/,Film,8.0,155,2021,"Azione, Avventura, Drammatico, Fantascienza",1090045,2021-09-16,"Denis Villeneuve",,
70,tt4532826,2026-09-01,2026-09-01,,"Robin Hood - L'origine della leggenda","Robin Hood",https://www.imdb.com/title/tt4532826/,Film,5.4,116,2018,"Azione, Avventura, Drammatico, Thriller",87569,2018-11-22,"Otto Bathurst",,
71,tt0955308,2026-09-01,2026-09-01,,"Robin Hood","Robin Hood",https://www.imdb.com/title/tt0955308/,Film,6.6,140,2010,"Azione, Avventura, Drammatico, Storico",298835,2010-05-12,"Ridley Scott",,
72,tt0102798,2026-09-01,2026-09-01,,"Robin Hood - Principe dei ladri","Robin Hood: Prince of Thieves",https://www.imdb.com/title/tt0102798/,Film,6.9,143,1991,"Azione, Avventura, Drammatico, Sentimentale",224322,1993-10-04,"Kevin Reynolds",,
73,tt0107977,2026-09-01,2026-09-01,,"Robin Hood - Un uomo in calzamaglia","Robin Hood: Men in Tights",https://www.imdb.com/title/tt0107977/,Film,6.7,104,1993,"Avventura, Commedia, Musical, Sentimentale",147314,1993-07-28,"Mel Brooks",,
74,tt0787985,2026-09-01,2026-09-01,,"Robin Hood","Robin Hood",https://www.imdb.com/title/tt0787985/,Serie TV,7.4,60,2006,"Azione, Avventura, Commedia, Drammatico, Sentimentale",18184,2008-07-01,,,
75,tt0952640,2026-09-01,2026-09-01,,"Alvin Superstar","Alvin and the Chipmunks",https://www.imdb.com/title/tt0952640/,Film,5.3,92,2007,"Animazione, Avventura, Commedia, Per famiglie, Fantastico, Musica, Musical",107419,2008-01-18,"Tim Hill",,
76,tt1231580,2026-09-01,2026-09-01,,"Alvin Superstar 2","Alvin and the Chipmunks: The Squeakquel",https://www.imdb.com/title/tt1231580/,Film,4.6,88,2009,"Animazione, Avventura, Commedia, Per famiglie, Fantastico, Musica, Musical",62217,2010-01-29,"Betty Thomas",,
77,tt0455499,2026-09-01,2026-09-01,,"Garfield 2","Garfield: A Tail of Two Kitties",https://www.imdb.com/title/tt0455499/,Film,5.0,82,2006,"Avventura, Commedia, Per famiglie",51576,2006-08-18,"Tim Hill",,
78,tt0356634,2026-09-01,2026-09-01,,"Garfield: Il film","Garfield: The Movie",https://www.imdb.com/title/tt0356634/,Film,5.1,80,2004,"Avventura, Commedia, Per famiglie, Fantastico",101917,2004-09-24,"Peter Hewitt",,
79,tt0083866,2026-09-01,2026-09-01,,"E.T. - L'extra-terrestre","E.T. the Extra-Terrestrial",https://www.imdb.com/title/tt0083866/,Film,7.9,115,1982,"Avventura, Per famiglie, Fantascienza",476771,1982-12-07,"Steven Spielberg",,
80,tt0482599,2026-09-01,2026-09-01,,"Shutter - Ombre dal passato","Shutter",https://www.imdb.com/title/tt0482599/,Film,5.2,85,2008,"Horror, Giallo, Thriller",40251,2008-08-08,"Masayuki Ochiai",,
81,tt1130884,2026-09-01,2026-09-01,,"Shutter Island","Shutter Island",https://www.imdb.com/title/tt1130884/,Film,8.2,138,2010,"Giallo, Thriller",1683509,2010-03-05,"Martin Scorsese",,
82,tt1401113,2026-09-01,2026-09-01,,"Dante's Inferno - Un poema animato","Dante's Inferno: An Animated Epic",https://www.imdb.com/title/tt1401113/,Film,6.5,84,2010,"Animazione, Azione, Avventura, Drammatico, Fantastico, Horror",11326,2010-02-09,"Victor Cook, Mike Disa, Sangjin Kim, Seungkyu Lee, Shûkô Murase, Jong-Sik Nam, Yasuomi Umetsu",,
83,tt0477348,2026-09-01,2026-09-01,,"Non è un paese per vecchi","No Country for Old Men",https://www.imdb.com/title/tt0477348/,Film,8.2,122,2007,"Poliziesco, Drammatico, Thriller",1213313,2008-02-22,"Ethan Coen, Joel Coen",,
84,tt1951264,2026-09-01,2026-09-01,,"Hunger Games: La ragazza di fuoco","The Hunger Games: Catching Fire",https://www.imdb.com/title/tt1951264/,Film,7.5,146,2013,"Azione, Avventura, Sentimentale, Fantascienza, Thriller",782858,2013-11-27,"Francis Lawrence",,
85,tt1951265,2026-09-01,2026-09-01,,"Hunger Games: Il canto della rivolta - Parte 1","The Hunger Games: Mockingjay - Part 1",https://www.imdb.com/title/tt1951265/,Film,6.6,123,2014,"Azione, Avventura, Fantascienza, Thriller",553726,2014-11-20,"Francis Lawrence",,
86,tt1951266,2026-09-01,2026-09-01,,"Hunger Games: Il canto della rivolta - Parte 2","The Hunger Games: Mockingjay - Part 2",https://www.imdb.com/title/tt1951266/,Film,6.6,137,2015,"Azione, Avventura, Fantascienza, Thriller",421399,2015-11-19,"Francis Lawrence",,
87,tt1483013,2026-09-02,2026-09-02,,"Oblivion","Oblivion",https://www.imdb.com/title/tt1483013/,Film,7.0,124,2013,"Azione, Avventura, Fantascienza",590892,2013-04-11,"Joseph Kosinski",,
88,tt0092099,2026-09-02,2026-09-02,,"Top Gun","Top Gun",https://www.imdb.com/title/tt0092099/,Film,7.0,109,1986,"Azione, Drammatico",561114,1986-09-18,"Tony Scott",,
89,tt1440129,2026-09-02,2026-09-02,,"Battleship","Battleship",https://www.imdb.com/title/tt1440129/,Film,5.8,131,2012,"Azione, Avventura, Fantascienza, Thriller",271766,2012-04-13,"Peter Berg",,
90,tt1840309,2026-09-02,2026-09-02,,"Divergent","Divergent",https://www.imdb.com/title/tt1840309/,Film,6.6,139,2014,"Azione, Avventura, Drammatico, Giallo, Fantascienza",522857,2014-04-03,"Neil Burger",,
91,tt2908446,2026-09-02,2026-09-02,,"The Divergent Series: Insurgent","The Divergent Series: Insurgent",https://www.imdb.com/title/tt2908446/,Film,6.2,119,2015,"Azione, Avventura, Sentimentale, Fantascienza, Thriller",274165,2015-03-19,"Robert Schwentke",,
92,tt3410834,2026-09-02,2026-09-02,,"The Divergent Series: Allegiant","The Divergent Series: Allegiant",https://www.imdb.com/title/tt3410834/,Film,5.7,120,2016,"Azione, Avventura, Fantastico, Giallo, Fantascienza, Thriller",148655,2016-03-09,"Robert Schwentke",,
93,tt0457430,2026-09-02,2026-09-02,,"Il labirinto del fauno","El laberinto del fauno",https://www.imdb.com/title/tt0457430/,Film,8.2,118,2006,"Drammatico, Fantastico, Guerra",753030,2006-11-24,"Guillermo del Toro",,
94,tt4046784,2026-09-02,2026-09-02,,"Maze Runner - La fuga","Maze Runner: The Scorch Trials",https://www.imdb.com/title/tt4046784/,Film,6.3,131,2015,"Azione, Avventura, Fantascienza, Thriller",312841,2015-10-15,"Wes Ball",,
95,tt4500922,2026-09-02,2026-09-02,,"Maze Runner - La rivelazione","Maze Runner: The Death Cure",https://www.imdb.com/title/tt4500922/,Film,6.3,143,2018,"Azione, Avventura, Fantascienza, Thriller",196321,2018-02-01,"Wes Ball",,
96,tt0942385,2026-09-02,2026-09-02,,"Tropic Thunder","Tropic Thunder",https://www.imdb.com/title/tt0942385/,Film,7.1,107,2008,"Azione, Commedia, Guerra",497581,2008-10-24,"Ben Stiller",,
97,tt1392197,2026-09-02,2026-09-02,,"Sansone","Marmaduke",https://www.imdb.com/title/tt1392197/,Film,4.4,99,2010,"Commedia, Per famiglie",18982,2010-08-13,"Tom Dey",,
98,tt0765476,2026-09-02,2026-09-02,,"Piacere Dave","Meet Dave",https://www.imdb.com/title/tt0765476/,Film,5.1,90,2008,"Avventura, Commedia, Per famiglie, Sentimentale, Fantascienza",46564,2008-08-22,"Brian Robbins",,
99,tt0094898,2026-09-02,2026-09-02,,"Il principe cerca moglie","Coming to America",https://www.imdb.com/title/tt0094898/,Film,7.1,117,1988,"Commedia, Sentimentale",242398,1988-09-30,"John Landis",,
100,tt0303461,2026-09-02,2026-09-02,,"Firefly","Firefly",https://www.imdb.com/title/tt0303461/,Serie TV,8.9,45,2002,"Avventura, Fantascienza",304132,2006-02-17,,,
101,tt0499549,2026-09-02,2026-09-02,,"Avatar","Avatar",https://www.imdb.com/title/tt0499549/,Film,7.9,162,2009,"Azione, Avventura, Fantastico, Fantascienza",1515794,2010-01-15,"James Cameron",,
102,tt1757678,2026-09-02,2026-09-02,,"Avatar: Fuoco e cenere","Avatar: Fire and Ash",https://www.imdb.com/title/tt1757678/,Film,7.2,197,2025,"Azione, Avventura, Drammatico, Fantastico, Fantascienza",210942,2025-12-17,"James Cameron",,
103,tt9018736,2026-09-02,2026-09-02,,"Avatar - La leggenda di Aang","Avatar: The Last Airbender",https://www.imdb.com/title/tt9018736/,Serie TV,7.1,55,2024,"Azione, Avventura, Commedia, Drammatico, Per famiglie, Fantastico, Giallo",93488,2024-02-22,,,
104,tt0417299,2026-09-02,2026-09-02,,"Avatar - La leggenda di Aang","Avatar: The Last Airbender",https://www.imdb.com/title/tt0417299/,Serie TV,9.3,23,2005,"Animazione, Azione, Avventura, Per famiglie, Fantastico, Giallo",455426,2008-12-24,,,
105,tt1630029,2026-09-02,2026-09-02,,"Avatar - La via dell'acqua","Avatar: The Way of Water",https://www.imdb.com/title/tt1630029/,Film,7.5,192,2022,"Azione, Avventura, Fantastico, Fantascienza",647749,2022-12-14,"James Cameron",,
106,tt1695360,2026-09-02,2026-09-02,,"La leggenda di Korra","The Legend of Korra",https://www.imdb.com/title/tt1695360/,Serie TV,8.3,23,2012,"Animazione, Azione, Avventura, Per famiglie, Fantastico, Fantascienza",154468,2012-12-08,,,
107,tt0379786,2026-09-02,2026-09-02,,"Serenity","Serenity",https://www.imdb.com/title/tt0379786/,Film,7.8,119,2005,"Azione, Avventura, Fantascienza, Thriller",317224,2005-11-25,"Joss Whedon",,
108,tt0409459,2026-09-02,2026-09-02,,"Watchmen","Watchmen",https://www.imdb.com/title/tt0409459/,Film,7.6,162,2009,"Azione, Drammatico, Giallo, Fantascienza",616386,2009-03-06,"Zack Snyder",,
109,tt1034385,2026-09-02,2026-09-02,,"Cold Skin - La creatura di Atlantide","Cold Skin",https://www.imdb.com/title/tt1034385/,Film,6.0,108,2017,"Azione, Drammatico, Fantastico, Horror, Fantascienza, Thriller",20400,2017-10-20,"Xavier Gens",,
110,tt0101272,2026-09-02,2026-09-02,,"La famiglia Addams","The Addams Family",https://www.imdb.com/title/tt0101272/,Film,7.0,99,1991,"Commedia, Fantastico",203192,2023-06-01,"Barry Sonnenfeld",,
111,tt0106220,2026-09-02,2026-09-02,,"La famiglia Addams 2","Addams Family Values",https://www.imdb.com/title/tt0106220/,Film,6.9,94,1993,"Commedia, Fantastico",124672,1994-01-14,"Barry Sonnenfeld",,
112,tt0367594,2026-09-02,2026-09-02,,"La fabbrica di cioccolato","Charlie and the Chocolate Factory",https://www.imdb.com/title/tt0367594/,Film,6.7,115,2005,"Avventura, Commedia, Per famiglie, Fantastico, Musical",578389,2005-09-23,"Tim Burton",,
